source_id,raw_latitude,raw_longitude,reason
10735,,,invalid_or_unknown_coordinate_system
10736,,,invalid_or_unknown_coordinate_system
10737,,,invalid_or_unknown_coordinate_system
10738,,,invalid_or_unknown_coordinate_system
10739,,,invalid_or_unknown_coordinate_system
10740,,,invalid_or_unknown_coordinate_system
10741,,,invalid_or_unknown_coordinate_system
10742,,,invalid_or_unknown_coordinate_system
10743,,,invalid_or_unknown_coordinate_system
10746,,,invalid_or_unknown_coordinate_system
10749,,,invalid_or_unknown_coordinate_system
10750,,,invalid_or_unknown_coordinate_system
10752,,,invalid_or_unknown_coordinate_system
10754,,,invalid_or_unknown_coordinate_system
10755,,,invalid_or_unknown_coordinate_system
10757,,,invalid_or_unknown_coordinate_system
10759,,,invalid_or_unknown_coordinate_system
10761,,,invalid_or_unknown_coordinate_system
10762,,,invalid_or_unknown_coordinate_system
10763,,,invalid_or_unknown_coordinate_system
10764,,,invalid_or_unknown_coordinate_system
10864,,,invalid_or_unknown_coordinate_system
10865,,,invalid_or_unknown_coordinate_system
