source_id,shop_name,manager_name,raw_latitude,raw_longitude,reason
40233,سوپر مارکت یاس7,رضا شهرکی,,,null
40234,آس مارکت1,رضا درزی,,,null
40235,سوپر دهکده2,مسلم فرهادی,,,null
40238,سوپر مارکت احمد1,احمدرضا امیاری,,,null
40240,سوپر مارکت زینال نژاد,امین زینال نژاد,,,null
40241,سوپر مارکت محله4,موسی فرخنده,,,null
40242,سوپر مارکت وصال,اسماعیل معلمی فر,,,null
40243,سوپر مارکت رحمتی,محید رحمتی,,,null
40245,سوپر مارکت هفت رنگ,محمدرضا کشاورز,,,null
40246,سوپر مارکت ستایش1,ابراهیم نجفی,,,null
40247,سوپر مارکت یاس8,سیدهاشم علوی نژاد,,,null
40248,سوپر مارکت قائم11,ابوالقاسم شمس آبادی,,,null
40249,کلبه دانش,علی اصغر برات پور,,,null
40250,سوپر مارکت قائم12,محمد حقیقی,,,null
40251,سوپر مارکت عطاران,حسن عطار حاجی سفید سنگ,,,null
40252,سوپر مارکت برادران,محسن روشندل,,,null
40253,سوپر مارکت علی8,علی کشاورز لاین,,,null
40255,سوپر مارکت حدیث,روزبه خدنگی ماهروی,,,null
40256,سوپر مارکت ونک3,احمد براتی گوارشک,,,null
40258,سوپر مارکت مرسی,محمد مفردیان,,,null
40259,سوپر مارکت دانیال,محمد شهنواز عشقی,,,null
40260,سوپر مارکت رضوی4,مریم میوه فروشان سفلائی,,,null
40261,سوپر مارکت یاس9,احسان حبیبی,,,null
40262,آبلیموزمزم,محسن حیدری نسب,,,null
40263,سوپر مارکت کورش,شهرام ریاحی,,,null
40266,سوپر مارکت دریا,حمیدرضا جلیلیان صنعتی,,,null
40268,سوپر مارکت شیرزاده,مهدی شیرزاده,,,null
40272,سوپر مارکت پائیز84,بی بی فاطمه اصغری,,,null
40273,سوپر مارکت ثامن8,ناصر کرمی,,,null
40275,سوپر مارکت آرش,رضا پویان منش,,,null
40276,سوپر زمانی,سیدمحمد حیدری,,,null
40279,سوپر مارکت نازنین,مصطفی بی غم تفتی,,,null
40280,سوپر مارکت شقایق3,فرزانه فغانی چاپشلو,,,null
40281,سوپر گیلاس,سروش قالیچی,,,null
40282,سوپر مارکت قائم13,محسن نیازیان,,,null
40286,سوپر مارکت نیم نگاه,رستم ملکی,,,null
40287,سوپر مارکت سعید7,سعید علیزاده,,,null
40288,سوپر مارکت ثامن9,محمد زارعی باغ یعقوب,,,null
40290,زعفران چای و قهوه خداخواه,رضا خداخواه دربان,,,null
40291,سوپر مارکت سپهر,جواد افشار اقطاء,,,null
40293,سوپر مارکت پارس1,جواد کلاهان,,,null
40294,سوپر مارکت پدرام,حمید رضا آرایش,,,null
40295,مواد غذایی فوته بافان,مصطفی فوطه بافان,,,null
40296,سوپر مارکت قارچ,شمیم فروهر,,,null
40297,سوپر بلوط1,سید محمدرضا حسینی,,,null
40298,سوپر مارکت فامیلی ملت,مهدی اسفندیاری,,,null
40299,سوپر رضا28,مرتضی جعفری آنی,,,null
40300,ترنج,جواد جلالیان محمد رضائی,,,null
40301,سوپر گوهری,محمد کاظمی,,,null
40304,فروشگاه غدیر,عباس مقدسی زاده,,,null
40305,سوپر مارکت میلاد3,امیر رحمانی خرم,,,null
40307,سوپر مارکت ساطانی شارژ کارت,شرکت پیشگامان الکترونیک امی,,,null
40308,سوپر مارکت پردیس7,مجید ازغدی طوسی,,,null
40309,پخش کاویان,مهدی رخشانی,,,null
40312,سوپر مارکت رحمانی,علی رحمانی,,,null
40314,سوپر مارکت مهران1,مهدی تلگردی,,,null
40315,سوپر مارکت کیمیا2,نادر افشاری,,,null
40316,سوپر مارکت رضوی5,محسن مریخ,,,null
40317,سوپر مارکت ونک4,محمد رضا دادی,,,null
40319,سوپر مارکت همسایه1,احمد حسین زاده,,,null
40322,سوپر نارمک,نیما جلالی مهماندوست,,,null
40326,سوپر مارکت رضا14,محمد حسین محمدزاده فرشچی,,,null
40328,سوپر مارکت نبوت,فاطمه براتی,,,null
40331,سوپر مارکت عرفه,ناصر محمدزاده سرابی,,,null
40332,سوپر مارکت کاج1,حسن قربانزاده بجستانی,,,null
40334,سوپر مارکت انقلاب,مصطفی قاسمی,,,null
40335,سوپر مارکت ترنم,ذوالفقار براتیان مقدم جغالی,,,null
40336,سوپر مارکت پگاه2,محمدصادق جعفر زاده قهرمانلو,,,null
40337,سوپر مارکت قاسمی1,مهدی قاسمی,,,null
40338,سوپر مارکت خورشید,احمد شجاعی بوریآبادی,,,null
40339,فروشگاه میرزاپور,احمد میرزا پور,,,null
40342,سوپر مارکت سعید8,سعید صادق زاده,,,null
40346,سوپر مارکت بسطام,اسفندیار عاقبتی برآبادی,,,null
40347,سوپر مارکت پارمیدا,مهدی عامری,,,null
40350,سوپر مهدی27,براتعلی حکیمی,,,null
40353,سوپر مارکت ولیعصر5,علی رضا دوزنده خراسانی,,,null
40355,سوپر مارکت نیکرو,هادی نیک رو,,,null
40358,سوپر مارکت پادراتوس,محمد دهقان نیری,,,null
40361,سوپر مارکت طیبی,محمد طیبی,,,null
40363,سوپر مارکت رضوی6,محمدرضا قمرانی پور,,,null
40364,حبوبات عابدی,حسین عابدی پور,,,null
40365,هایپر مارکت کوروش,هادی امیدوار قره جقه,,,null
40368,سوپر مارکت مهدی15,مهدی طالبی فیض آباد,,,null
40369,سوپر مارکت آرمین,منصور قطب,,,null
40371,سوپر مارکت سبز,اسداله سماوی,,,null
40372,شرکت نگین قصر خورشید,علیرضا بیدمشکی خراسانی,,,null
40374,زعفران امام رضا,علی اکبر احمدی,,,null
40375,مواد غذایی سعید4,مرتضی عامل صادقی,,,null
40377,سوپر مارکت غزال,مجید خالقی نبائیان,,,null
40378,سوپر مارکت مهدی16,محمدعلی مرادی دوغانی,,,null
40379,سوپر مارکت دانش,محسن غیورنکو,,,null
40382,مواد غذایی رضایی1,محسن نوفلاح,,,null
40383,سوپر مارکت لادن1,مجید آهنی رودمعجنی,,,null
40384,سوپر مارکت تورج,سیدمجتبی حسینی خاور,,,null
40385,سوپر مارکت مکث1,مهرداد کیخواه,,,null
40386,سوپر مارکت آس,هادی پاسبان,,,null
40387,سوپر مارکت عسل,صغری حسنی زرمهری,,,null
40392,سوپر مارکت عسل1,محمد شاکری اجمدآباد,,,null
40393,سوپر مارکت دی تودی,مهدی جلالیان سینه زن,,,null
40395,سوپر مارکت آقاجان,محمدرضا بیگی,,,null
40396,سوپر مارکت وحید1,وحید عباسی,,,null
40399,سوپر مارکت یلدا3,سیدمسعود هاشمی,,,null
40400,سوپر مارکت مهدی17,رضا فیروزی,,,null
40401,سوپر مارکت مجید3,مجید معینی,,,null
40402,سوپر مارکت مهدی18,مهدی ذاکریان,,,null
40403,زعفران زرین گل,محمد چوپاندار,,,null
40405,سوپر مارکت جامی,عباس نصیری,,,null
40407,سوپر مارکت سمند,مصطفی ترکمنی,,,null
40408,سوپر مارکت گلستان,سیدحسن صالحی,,,null
40410,سوپر مارکت میرشاد,حسن میرزائیان,,,null
40415,سوپر مارکت عسگری,جلال داودی عسگر,,,null
40420,سوپرجلال,جلال ضرابی فرخد,,,null
40421,سوپر مارکت علیزاده2,حسن علیزاده,,,null
40422,سوغات آستانه,حسین فقیه,,,null
40423,سوپر مارکت برجسته1,محمدرضا برجسته زائری,,,null
40427,سوپر مارکت شاون,فرزاد عاکف,,,null
40429,سوپر مارکت هادی1,علیرضا بارز,,,null
40431,مواد غذایی مهر,جهان گیر مختاری,,,null
40432,سوپر مارکت یزدان,رمضان باقی نیری,,,null
40433,سوپر مارکت ستوده,احمد ستوده نیا,,,null
40434,سوپر مارکت تعاون3,علی اسدی,,,null
40436,سوپر مارکت نادر1,محمد عین آبادی,,,null
40437,سوپر مارکت کیمیا1,محمدرضا کریمی,,,null
40440,سوپر مارکت خیریه,محمد تقی افسر پناه,,,null
40441,سوپر مارکت ثامن11,محمود مهدی نیا,,,null
40442,هایپر مارکت 400,احمد رحمتی,,,null
40443,سوپر مارکت توکل1,روح اله فرجادی,,,null
40444,سوپر مارکت گلستان1,سید الیاس آل رسول,,,null
40446,مواد غذایی مانی1,علی فاضل سرابی,,,null
40448,سوپر مارکت محمد5,محمد وحیدیان,,,null
40450,هایپر مارکت کاشان,محمدصادق محمدزاده,,,null
40452,سوپر مارکت داوود,احمد قاسمی حداد,,,null
40453,سوپر مارکت سیکا,بشیر بذرافشان,,,null
40455,سوپر مارکت روحانی,احیا روحانی,,,null
40456,سوپر مارکت کفاش,صالح کفاشی,,,null
40458,سوپر مارکت معلم1,سید محمد علی معلم پور,,,null
40459,سوپر مارکت برکت,محمدعلی عفیف,,,null
40460,سوپر مارکت قائم15,علی اکبر آبادی,,,null
40462,سوپر مارکت ترنج3,الهه جورابلو,,,null
40463,سوپر مارکت آیدا,حبیب اله تفتی خراشان,,,null
40467,پخش مصلا,حسن گلمکانی,,,null
40471,سوپر محله7,مجتبی رضوانی اردبیلی,,,null
40473,سوپر مارکت چلچله,مهدی ارجمند مقدم,,,null
40475,سوپر مارکت سید4,سید محمد حسینی,,,null
40477,سوپر مارکت خانواده,محمدرضا میرزائی کله منار,,,null
40482,سوپر مارکت پیرگزی,روح اله پیرگزی,,,null
40483,سوپر مارکت پردیس8,سید جمشید علی جعفری,,,null
40486,سوپر مارکت شهروند2,غلامعلی بکائیان,,,null
40488,سوپر مارکت صاحبی,علی اصغر صاحبی سالارآبادی,,,null
40491,سوپر مارکت طاها2,رضا عصار عنایتی,,,null
40493,مواد غذایی امید3,محمد محمدزاده,,,null
40495,سوپر مارکت صدف8,سعید علیزاده,,,null
40497,سوپر مارکت تعاون4,محمدرضا دهقان محمد آباد,,,null
40498,مواد غذایی حسینی5,سید مجتبی حسنی,,,null
40499,سوپر مارکت حمید1,حمید نجارباشی آستانه,,,null
40500,سوپر مارکت رضوی8,مهدی صادقی مقدم کاخکی,,,null
40501,سوپر مارکت برگ سبز,جواد فاتح,,,null
40504,فروشگاه راه آهن نیشابور,ریحانه موفق,,,null
40505,سوپر مارکت دلیجان,مهدی قدرت نیا,,,null
40508,سوپر مارکت استانداری,ماشاله اخلاق راد,,,null
40509,سوپر مارکت مین باشی,احمد مین باشی,,,null
40513,سوپر مارکت صداقت,غلامرضا دربر,,,null
40515,سوپر مارکت سیفی,اکبر عمو عموئی,,,null
40516,سوپر مارکت پارمیدا1,داود حق پناه نیری,,,null
40517,سوپر مارکت یاسمن,مسعود صمیمی مقدم,,,null
40518,سوپر مارکت سعید9,علی غلامی,,,null
40519,سوپر مارکت امیر3,غلامرضا گلیانی,,,null
40520,سوپر مارکت صاحب الزمان,ناصر گلشن آباد ی به آباد,,,null
40523,سوپر مارکت حاج اسماعیل,حسنعلی موقر داودلی,,,null
40524,سوپر مارکت کوثر2,حسین مرادی زاده,,,null
40525,سوپر مارکت سالم1,حیات اسحاق زاده,,,null
40526,سوپر مارکت صدف9,مجتبی عزیزی مقدم یزدان آباد,,,null
40529,سوپر مارکت نقیبی,محمدرسول نقیبی,,,null
40530,مواد غذایی باقلوا,سعید درفشی فر,,,null
40531,سوپر بلوط2,رضا سلطان زاده فهندری,,,null
40532,سوپر مارکت ایلیا,محمد عرفانی,,,null
40533,سوپر مارکت شیر آمران,حسین رجب پور دولت آباد,,,null
40534,سوپر مارکت بادامکی,حسین بادامکی,,,null
40535,سوپر مارکت بهشت3,محمد لسانی,,,null
40536,سوپر نیایش,سیدمرتضی نژادحسینی,,,null
40537,تولیدی اصفهان سپاد,جهانگیر سلطانی رنانی,,,null
40538,سوپر مارکت علی3,سکینه توانگر,,,null
40541,چای زمزم,حسین دخیل,,,null
40545,سوپر مارکت شیمام,جواد روزخوش,,,null
40546,سوپر مارکت امامیه,محمدعلی صادقی,,,null
40547,سوپر مارکت محمد6,محمد نوایی,,,null
40548,سوپر مارکت محمودی,محمدرضا محمودی,,,null
40550,پخش مواد غذایی لشگرنیا,هادی ژیان لشکرنیا,,,null
40553,سوپر مارکت حسینی9,غضنفر مکرم,,,null
40556,سوپر مارکت برادران جیرفتی,مهدی جیرفتی محمدآباد,,,null
40557,سوپر مارکت صدیقی,رسول اله صدیقی,,,null
40558,سوپر مارکت امید4,مسعود عمرانی,,,null
40559,سوپر مارکت راشا وروشا,محسن رئوف سلامتی,,,null
40560,سوپر مارکت ستاره شهر2,میلاد نوذری,,,null
40562,سوپر مارکت جردن4,حمید علائی,,,null
40564,سوپر هانا1,حامد محمودی نقندر,,,null
40565,تولید و پخش پویا,علی محمدی پیام,,,null
40566,سوپر مارکت یاس10,جواد محب,,,null
40570,شرکت باوارس,محمد فلزی اترآباد,,,null
40573,سوپر مارکت مسعود1,سید ابراهیم نجفی,,,null
40574,سوپر محمد12,محمد آفتاب نشین,,,null
40575,مواد غذایی سبزیجات1,علی باغشینی,,,null
40576,فروشگاه صالح,حمید نوعی سرایدار,,,null
40578,سوپر مارکت پردیسان,محمدرضا صلواتی,,,null
40579,سوپر مارکت ستایش2,نوید زمانی خنده رو,,,null
40580,سوپر مارکت پارس2,علیرضا رضا زاده دزفولی,,,null
40582,سوپر مارکت تعاون5,مریم خاتمی بیاری,,,null
40584,سوپر مارکت مهدی22,مهدی چمنی,,,null
40585,سوپر مارکت خانواده سبز,محمد ناصری,,,null
40586,سوپر مارکت ونوس1,مرتضی وفائی نیا,,,null
40587,سوپر مارکت یحیی آبادی,ناصر یحیی آبادی,,,null
40588,سوپر مارکت صدف10,رحیم قلندر آبادی,,,null
40590,سوپر مارکت یاس11,بیژن رحمانی,,,null
40594,سوپر مارکت ولیعصر3,علی محمد اسکندری,,,null
40596,سوپر مارکت ارکیده2,سعید احمدی خواه,,,null
40599,پخش امیر,علی براتی,,,null
40601,سوپر مارکت ابیورد2,محمد صفدری,,,null
40602,سوپر مارکت حاتم,وحید حاتمی باجگیران,,,null
40603,سوپر مارکت میثم,عباس جهانگردنژاد,,,null
40605,زعفران طوس,سید احسان مصطفوی نژاد,,,null
40607,مواد غذایی الماس غرب,مهدی احمدیاربهمن جان,,,null
40608,سوپر مارکت ابن الرضا,حمیدرضا حیدری سراج,,,null
40609,سوپر مارکت سما,مهدی شاهزیانی,,,null
40610,مواد غذایی بینالود,علی دادگر,,,null
40611,سوپر مارکت من و تو1,دانیال ظهوری رحمانی ثانی,,,null
40612,شرکت دل آسا,محمود ستاری,,,null
40613,سوپر مارکت حسین1,حسین فرهمند,,,null
40614,مواد غذایی جمشیدی,حسین جمشیدیان,,,null
40615,سوپر مارکت ایلیا2,جواد احمدی طایفه,,,null
40617,ملامین سازی تبریز,کاظم ایزدی آل,,,null
40618,سوپر مارکت قائم17,سید مجید سیدی,,,null
40619,مواد غذایی زیتون1,مهدی رضائی نیک,,,null
40620,هایپر جام جم,هما عطاپور مشهد,,,null
40621,سوپر مارکت آدم برفی,شهاب چوزوکلی,,,null
40622,خواربار فروشی سروش,امین ارشاد سرابی,,,null
40623,سوپر مارکت حکیمی,حبیب حکیمی,,,null
40624,مواد غذایی شهرک غرب,مهدی محمدی,,,null
40625,سوپر مارکت رز,امیر شجاعی کنگ سفلی,,,null
40627,سوپر مارکت کریمی1,هادی کریمی نخعی,,,null
40629,سوپر ونک شار‍ کارت,شرکت پیشگامان الکترونیک امی,,,null
40632,سوپر مارکت بزرگمهر1,محمود فدوی اسلام,,,null
40635,سوپر مارکت فرهنگیان2,مریم خلیلی,,,null
40636,سوپرفرهنگ شارژکارت,شرکت پیشگامان الکترونیک امی,,,null
40637,سوپر پارسه شارژ کارت,شرکت پیشگامان الکترونیک امی,,,null
40639,سوپر میلاد8,هادی عارف,,,null
40640,سوپر ارمغان2,عباس ارمغانی,,,null
40641,سوپر مارکت مهدی5,محمد اعتمادی,,,null
40642,سوپر مارکت زیتون3,علی مختاری,,,null
40643,مواد غذایی آزادی,حسین مهر ابادی,,,null
40644,سوپر مهر3,حمید کیانفر,,,null
40645,سوپر رضا30,محمد اذری,,,null
40646,زعفران رضوی,محمد رضا متشرعی,,,null
40650,سوپرخالقی رضائی,روح الله قره زاده,,,null
40653,فروشگاه آس,حسین عبدالهی کاریزک,,,null
40654,سوپر شقایق5,منوچهر مرتضوی فر,,,null
40655,زعفران جواد طلوع,جواد طلوع حافظیان,,,null
40657,سوپر مارکت پاسارگاد1,علی قبیدیان,,,null
40659,مواد غذایی پدیده,جواد جعفری فیروز,,,null
40663,سوپر برادران1,غلامرضا خسرو پناه,,,null
40664,سوپر مهر الرضا,حسینعلی همراهان,,,null
40666,مواد غذایی بهزاد,فاطمه رحیمی,,,null
40667,مواد غذایی حقی,حسین حقی,,,null
40668,سوپر مارکت11,سعید عابدی,,,null
40669,سوپر شهروند2,مهدی هیرمند,,,null
40670,سوپر مهدی28,علی صدیق رضوانی,,,null
40671,سوپر صدف6,محمد علی قاسمی,,,null
40672,سوپر ماه عسل,جواد رباطی,,,null
40673,سوپر مارکت قیمت شکن4,علی خادمی,,,null
40675,سوپر مارکت سالمی,مسعود سالمی,,,null
40676,سوپر مارکت مجید5,مجید کریمی,,,null
40677,سوپر سعید14,سعید بهروزی راد,,,null
40679,سوپر باران5,مجید وفادار,,,null
40680,سوپر تک15,محمود دوامدار,,,null
40683,رطب ناب بم3,داود ثابت,,,null
40684,سوپر مارکت ادیب,محمد رضا مدرس زاده,,,null
40685,سوپر مارکت بهشت4,وحید روشن علی,,,null
40688,سوپر جردن2,سلمان جباری,,,null
40690,مواد غذایی یکتا,عیسی چوبداری,,,null
40691,سوپر مارکت نامدار شارژ,شرکت پیشگامان الکترونیک امی,,,null
40692,سوپر رضوی7,مهدی اخوان قصاب زاده,,,null
40693,سوپر مارکت امید5,علیرضا میرزایی,,,null
40694,آس مارکت2,محمدمهدی اصغری,,,null
40695,سوپر پرنتال,علی سالاری,,,null
40697,مواد غذایی آلباخ,سید مصطفی حسینی ازغندی,,,null
40698,مواد غذایی رضا8,محمد پرهیزی,,,null
40700,سوپر پاییزان,احمد یوسفی,,,null
40701,رز مارکت11,مسعود فرامرز نیا,,,null
40703,مواد غذایی بهشت برین,مجتبی قیاسی اختراعی,,,null
40704,ویتامین سرای توت فرنگی,حسن نامی,,,null
40707,سوپر رضا31,هادی یزدانی,,,null
40709,سوپر خوازه,علی خوازه,,,null
40710,مواد غذایی احد1,احد غفران جو,,,null
40711,مواد غذایی بنیامین,جواد ورزنده فیض ابادی,,,null
40714,ابر سیاح,سید رضا افضلی,,,null
40715,مواد غذایی رضا9,رضا دبودی,,,null
40717,مواد غذایی احمدی2,جواد احمدی,,,null
40721,سوپر ذاکر,محمد حسین ذاکر دولت اباد,,,null
40723,سوپر تک17,جواد علی نیا کاریزی,,,null
40724,سوپر مارکت تک مهدی,امیر حسین هاشم زاده صراف,,,null
40726,سوپر لرستانی,ایوب مرندی,,,null
40732,سوپر مارکت کریمی2,رضا کریمی,,,null
40733,لوازم بهداشتی مطهر,محسن حسن زاده,,,null
40734,سوپر مارکت شهاب,رامین مالکی خلیل آباد,,,null
40736,سوپر مارکت احمدی فر,محمد مهدی احمدی فر,,,null
40737,سوپر مارکت طبا,احمد طباطبائی زیراسفی,,,null
40738,فروشگاه کربلاء,حمیدرضا یعقوب زاده مشهدی,,,null
40739,سوپر مارکت مهدی6,رحمان علی رحیمی,,,null
40741,مواد غذایی سالار,صادق سالار باباخانی,,,null
40742,سوپر مارکت توانا1,مسعود توانا,,,null
40744,مواد غذایی ایمان,حسین عباس زاده شجیره,,,null
40746,سوپر پاکیزه گل شارژ کارت,شرکت پیشگامان الکترونیک امی,,,null
40747,سوپر مارکت قدس1,محمود افضلی,,,null
40748,سوپر مارکت قربانپور,مجتبی قربانپور,,,null
40750,سوپر مارکت باران3,علی اصغر نوری لقمانی,,,null
40751,سوپر مارکت سان ست,میثم فدائی زاده,,,null
40753,سوپر مارکت حقیقی,مهدی حقیقی بیرجندی,,,null
40754,سوپر مارکت ایرانیان,عباس آزاد,,,null
40756,سوپر مارکت تارا,حمیدرضا واثقی نیا,,,null
40757,سوپر مارکت قیمت شکن5,مهدی روحی,,,null
40758,سوپر مارکت الغدیر4,سید مهدی موسوی حسن آبادی,,,null
40760,سوپر مارکت خاطره1,سید جعفر زین الدین,,,null
40763,سوپر مارکت ایرانیان1,مرضیه خداخواه,,,null
40766,سوپر مارکت توت فرنگی1,حمیدرضا منطقی,,,null
40768,سوپر مارکت 313,احمد شریف نژاد,,,null
40770,سوپر مارکت رانی مارکت,رضا پیرانی,,,null
40774,سوپر مارکت حق شناس1,جلال حق شناس,,,null
40777,موسسه خیریه,حبیب اله طاهریان,,,null
40778,سوپر مارکت ثامن12,محمد حسین زال,,,null
40779,سوپر معلم شارژ کارت1,شرکت پیشگامان الکترونیک امی,,,null
40780,زعفران گوهری,محمد صادق گوهری,,,null
40781,سوپر مارکت نورالرضا,غلامحسین خداقلی زاده,,,null
40782,سنت سرای ایران زمین,جلال صباغی آبکوه,,,null
40783,سوپر مارکت شبانی1,جواد شبانی مقدم,,,null
40784,سوپر مارکت شادوپسران,مسعود شادکریق,,,null
40785,سوپر مارکت شاد,حسن شاد,,,null
40787,سوپر مارکت رسولی,سید مهدی رسولی,,,null
40788,سوپر مارکت مرکزی,محسن اسد زاده,,,null
40789,سوپرلبنبات کلات,محمدرضا شاکر خباز,,,null
40790,سوپر دوش نوش شارژ,شرکت پیشگامان الکترونیک امی,,,null
40792,فروشگاه بیمارستان دکترشیخ,محمد عباسی,,,null
40793,سوپر مارکت کیمیا2,نصیراحمد باشنده,,,null
40794,سوپر مارکت آستان قدس رضوی,ابوالقاسم محسنی راد,,,null
40795,جزیره ترشی,محمد علی عوض نوغانی,,,null
40796,سوپر مارکت آنانای,مهدی بشیری پور,,,null
40798,سوپر مارکت شهرقشنگ شارژ,شرکت پیشگامان الکترونیک امی,,,null
40799,سوپر همسایه1,مهدی حیدری هفت اسیا,,,null
40800,طلاجات خورشید,مجتبی عسگری زاده,,,null
40801,مواد غذایی سید8,سید محسن حجتی,,,null
40802,سوپر مارکت بلوط,سید مهدی یزدیان,,,null
40803,سوپر رز5,حمید خوش دست شاندیز,,,null
40809,سوپر تعاون4,حمید اسماعیلی نمدان,,,null
40811,سوپر استار1,رسول اسلامی,,,null
40816,شبکه توزیع گرا,رضا کارگزار,,,null
40821,مواد غذایی بینالود1,زهرا ملازاده,,,null
40822,سوپر مارکت سی برگ,محمد ظریفیان بروانلو,,,null
40823,سوپر مارکت بزرگ احسان,فاطمه سیدی,,,null
40824,سوپر مارکت کلاسیک,زهرا سیدی,,,null
40825,سوپر اطلس,مجید ظریف نژاد عصار حق کش,,,null
40826,مواد غذایی ترابی,یوسف ترابی,,,null
40827,سوپر مهران3,مرتضی عبدالهی,,,null
40828,سوپر اقبالی,حلیمه رضائی,,,null
40830,سوپر مارکت اسلامی,محمد حسن اسلامی نصرت آبادی,,,null
40831,سوپر عارف,حجت دوستی,,,null
40836,سوپر برادران سامانی,محمد سامانی,,,null
40837,سوپر مارکت شهرک,علیرضا زارع مهر جردی,,,null
40838,مواد غذایی سید9,سید مهدی حسینی,,,null
40840,حبوبات شمال غرب,ابوالفضل قلیپور رنجبر,,,null
40842,سوپر ارسطو,محمد دور افکن زاده,,,null
40844,سوپر مارکت سجاد7,حسین جنگ آزما,,,null
40846,سوپر سجاد12,رضا صادقی کاریز مه,,,null
40850,مواد غذایی عرشیان,محمد فاضلی نیک,,,null
40851,سوپر گل رز,مهدی مرادی,,,null
40856,مواد غذایی عظیم زاده,محمود عظیم زاده,,,null
40858,سوپر گل بو,محمد گل بو,,,null
40861,مواد غذایی فجر3,حسین سفر کرده اول,,,null
40862,سوپر سعید15,محمدرضا رضائی,,,null
40863,سوپر مارکت عقبی طلب,علی اکبر عقبی طلب,,,null
40865,مصرف فرهنگیان,محمود غلامی,,,null
40869,سوپر تک مارکت,امیررضا دوست بین,,,null
40873,مواد غذایی ولیعصر9,غلام حیدر حیدری,,,null
40877,مواد غذایی عسگریان,کامبیز رمضانی,,,null
40879,سوپر مارکت ابراهیمی,حسین علی ابراهیمی,,,null
40882,سوپر تیتان,غلام رسول احمدی,,,null
40883,سوپر احسان شارژ کارت1,شرکت پیشگامان الکترونیک امی,,,null
40884,فروشگاه مواد غذایی مصلی,حسین آرش منش,,,null
40885,سوپر مارکت سینا3,حسن مجرد,,,null
40889,فروشگاه نمایی,حسن نمائی بقال مشهدی,,,null
40890,زعفران تهران اکرمی,حسن اکرمی,,,null
40893,سوپر مارکت باران مارکت,حمید رضائی فیروزیان,,,null
40895,سوپر مارکت آسیا,علی مردانه,,,null
40897,سوپر مارکت چشمک,علی اصغر متقی نیا,,,null
40901,مواد غذایی مهر شعبه 1 شریعتی,محمد نیک خلق,,,null
40902,مواد غذایی کلاهدوز,سهراب کلاه دوززاده شاهرودی,,,null
40904,سوپر مارکت رفاه نقاب,نصرت اله شکیبا,,,null
40905,سوپر مارکت فرهنگیان3,شمسی صباغ کلات,,,null
40908,سوپر مارکت افشار1,حسین افشار,,,null
40909,سوپر مارکت مهدی24,مهدی صابری ورانلو,,,null
40910,سوپر مارکت قائم19,مجید همتی نژاد,,,null
40911,سوپر مارکت قیمت شکن6,مرتضی آریان فر,,,null
40912,سوپر مارکت سیرجانی,غلامعلی سیرجانی,,,null
40914,مواد غذایی امینی شارژ کارت,شرکت پیشگامان الکترونیک امی,,,null
40915,مواد غذایی هنرمند شارژ کارت,شرکت پیشگامان الکترونیک امی,,,null
40919,سوپر مارکت تریا سبز,عباس عبدی,,,null
40920,سوپر مارکت رضا16,مصطفی میرکافی,,,null
40922,پارس مارکت,آرش زارع,,,null
40923,سوپر مارکت مجید4,مجتبی پروین,,,null
40924,سوپر مارکت طوبی,حسین شریف زاده,,,null
40925,سوپر مارکت به صبا,سیدحسن موسوی طرقی,,,null
40926,سوپر مارکت مسعود امینی,مسعود امینی,,,null
40927,سوپر مارکت کنعانی,محمد جواد کنعانی یزدی,,,null
40928,سوپر مارکت طاها,محمدرضا کارگر,,,null
40929,سوپر مارکت شهاب1,رامین مالکی خلیل اباد,,,null
40931,سوغات شرق,محمد مهدی روحی,,,null
40933,سوپر مارکت ثامن13,محسن عصمتی,,,null
40934,سوپر صادق نیا1,شرکت پیشگامان الکترونیک امی,,,null
40935,مواد غذایی کارون شارژ کارت,شرکت پیشگامان الکترونیک امی,,,null
40936,عسل بینالود,سید محسن شورابی,,,null
40937,سوپر مارکت امیر5,مرتضی قاسمی,,,null
40938,سوپر مارکت ولیعصر4,محسن صنعتی یکتا,,,null
40939,سوپر مارکت احسان5,علی اکبر پاکروان,,,null
40941,سوپر مارکت مهرداد,مهرداد عظیمی امینی,,,null
40942,سوپر مارکت چناری,رضا چناری,,,null
40943,زعفران قائنات16,صالح آقا سی زاده شعرباف,,,null
40947,سوپر مارکت مهر8,محمد مهدی مهرپرور,,,null
40948,زعفران دیار قائنات,جواد پورصنعتی,,,null
40949,سوپر مارکت هزارمسجد1,اسماعیل مظفریان لائین,,,null
40952,سوپر مارکت طباطبائی,محمد طباطبائی فخار,,,null
40953,سوپر مارکت مهدی25,مهدی اسدی,,,null
40954,رعفران رضوی,علیرضا میری,,,null
40955,سوپر مارکت شبان,جواد شبان,,,null
40956,سوپر مارکت ثامن14,حسن مسگریان,,,null
40957,آیدا,پیام ابوالفضلی طرقبه,,,null
40959,سوپر مارکت شادی1,محمدباقر برادران شرکاء,,,null
40960,سوپر مارکت ربانی,علیرضا ربانی جوادپور,,,null
40962,سوپر مارکت ستاره شرق2,محسن امیرزاده گوغری,,,null
40963,سوپر مارکت قائم20,هاشم نه بندان دخت,,,null
40964,سوپر مارکت کیهان,فاطمه گرگی پور,,,null
40965,سوپر مارکت نوید,علیرضا نوید پور,,,null
40966,سوپر مارکت معلم2,ابوالقاسم دهنوی,,,null
40967,سوپر مارکت گل یاس,حسن عطائی,,,null
