source_id,shop_name,manager_name,raw_latitude,raw_longitude,reason
82708,غلامعلی احمدی11,غلامعلی احمدی,,,null
82709,بگم سارانی11,بگم سارانی,,,null
82710,وحیده ریگی11,وحیده ریگی,,,null
82711,عبدالقادر رخشانی11,عبدالقادر رخشانی,,,null
82712,رحمت اله بامری11,رحمت اله بامری,,,null
82713,عبدالناصر ریگی11,عبدالناصر ریگی,,,null
82714,طاهره گلوی11,طاهره گلوی,,,null
82715,ادریس جمشیدزهی شه بخش11,ادریس جمشیدزهی شه بخش,,,null
82716,زینب ریگی11,زینب ریگی,,,null
82717,زربی بی ملک رئیسی11,زربی بی ملک رئیسی,,,null
82718,صغری مشکارمطلق11,صغری مشکارمطلق,,,null
82719,علی کیان پور11,علی کیان پور,,,null
82720,شرفناز نوتی زهی11,شرفناز نوتی زهی,,,null
82721,محمدنبی براهوئی11,محمد نبی براهوئی,,,null
82722,شریف صوفی11,شریف صوفی,,,null
82723,خالقداد بام زد11,خالقداد بام زد,,,null
82724,عباس حسین ابادی11,عباس حسین ابادی,,,null
82725,کنیزاهنگ11,کنیزاهنگ,,,null
82726,سیما مرادقلی11,سیما مرادقلی,,,null
82727,عباس گرگیچ شاهد11,عباس گرگیچ شاهد,,,null
82728,محسن گرگیچ11,محسن گرگیچ,,,null
82729,علی ابراهیمی11,علی ابراهیمی,,,null
82730,مجید ریگی11,مجیدریگی,,,null
82731,سیدمهدی امیری11,سیدمهدی امیری,,,null
82732,فاطمه نوتی زهی11,فاطمه نوتی زهی,,,null
82733,برات خمری11,برات خمری,,,null
82734,برخوردار11,حسین برخوردار,,,null
82735,ملک شه بخش عاقلی11,ملک شه بخش عاقلی,,,null
82736,ابراهیم کیخا11,ابراهیم کیخا,,,null
82737,محمد اسماعیلی11,محمداسماعیلی,,,null
82738,مژگان میرعرب11,مژگان میرعرب,,,null
82739,زهراگله بچه11,زهراگله بچه,,,null
82740,کریم گرگیچ11,کریم گرگیچ,,,null
82741,رحیم میرزائی شه بخش11,رحیم میرزائی شه بخش,,,null
82742,امرالله گرگیچ11,امرالله گرگیچ,,,null
82743,امام بخش گردهانی11,امام بخش گردهانی,,,null
82744,هوشنگ شیخ ویسی نظامی11,هوشنگ شیخ ویسی نظامی,,,null
82745,احمدارجمندی فر11,احمدارجمندی فر,,,null
82746,امین عربشاهی11,امین عربشاهی,,,null
82747,حوربی بی گمشادزهی11,حوربی بی گمشادزهی,,,null
82748,رقیه سرگزی11,رقیه سرگزی,,,null
82749,نازی بهلولی تخت شاهی11,نازی بهلولی تخت شاهی,,,null
82750,فاطمه جهان تیغ حقیقی11,فاطمه جهان تیغ حقیقی,,,null
82751,محمدخوش نشین11,محمدخوش نشین,,,null
82752,نورمحمدحسین زهی زمانی11,نورمحمدحسین زهی زمانی,,,null
82753,حسین خسروپرست11,حسین خسروپرست,,,null
82754,خلیل هوشنگ نژاد11,خلیل هوشنگ نژاد,,,null
82755,پرویز ریگی11,پرویز ریگی,,,null
82756,ایوب کمال زئی11,ایوب کمال زئی,,,null
82757,کلثوم شیبک11,کلثوم شیبک,,,null
82758,لال محمد پاسبان براهوئی11,لال محمد پاسبان براهوئی,,,null
82759,طیبه قاسمی نیا11,طیبه قاسمی نیا,,,null
82760,پریسا قادر فرید11,پریسا قادر فرید,,,null
82761,مهدی شه بخش11,مهدی شه بخش,,,null
82762,سعیدنهتانی11,سعیدنهتانی,,,null
82763,فرشیدکدخدائی11,فرشیدکدخدائی,,,null
82764,زهراشه بخش پودینه11,زهراشه بخش پودینه,,,null
82765,عباس نهبندانی11,عباس نهبندانی,,,null
82766,خواربار فروشی11,طاهره سر گلزائی مقدم,,,null
82767,مریم سالارزهی11,مریم سالارزهی,,,null
82768,سیدعلی موسوی11,سیدعلی موسوی,,,null
82769,سلطان محمد ریگی خواه11,سلطان محمد ریگی خواه,,,null
82770,رضانگهبان کمالی11,رضانگهبان کمالی,,,null
82771,محمدرضا پودینه11,محمدرضا پودینه,,,null
82772,حمیده ذوالفقاری11,حمیده ذوالفقاری,,,null
82773,مه ناز ناروئی11,مه ناز ناروئی,,,null
82774,محمد جعفری فر11,محمد جعفری فر,,,null
82775,علیرضادباغی11,علیرضادباغی,,,null
82776,مریم براهوئی11,مریم براهوئی,,,null
82777,محمد محمدی اصیل11,محمد محمدی اصیل,,,null
82778,عباسعلی کندری11,عباسعلی کندری,,,null
82779,مهران ریگی11,مهران ریگی,,,null
82780,معصومه اذرخشی11,معصومه اذرخشی,,,null
82781,عبدالغنی نوری قنبرزهی11,عبدالغنی نوری قنبرزهی,,,null
82782,گل جمال ریگی11,گل جمال ریگی,,,null
82783,ظاهر خانه اباد11,ظاهر خانه اباد,,,null
82784,محمد شیخ حسینی11,محمد شیخ حسینی,,,null
82785,فرشته شهریاری11,فرشته شهریاری,,,null
82786,غلام ارباب زائی11,غلام ارباب زائی,,,null
82787,زربی بی شه بخش11,زربی بی شه بخش,,,null
82788,عبدالرضا شه بخش11,عبدالرضا شه بخش,,,null
82789,مریم قاسمی11,مریم قاسمی,,,null
82790,گل بیگم رخشانی11,گل بیگم رخشانی,,,null
82791,فیروزمحمودی11,فیروز محمودی,,,null
82792,خلیل ظهیری11,خلیل ظهیری,,,null
82793,مدینه شالی بر11,مدینه شالی بر,,,null
82794,سلطانعلی کریمیان11,سلطانعلی کریمیان,,,null
82795,محمدکیخا11,محمد کیخا,,,null
82796,افسانه جان ابادی11,افسانه جان ابادی,,,null
82797,نازپری ریگی11,نازپری ریگی,,,null
82798,محمدعلی سالارزاده11,محمدعلی سالارزاده,,,null
82799,ماه بی بی قلندررزهی یوسف ابادی11,ماه بی بی قلندررزهی یوسف اب,,,null
82800,عبدالحکیم شه بخش غلامی11,عبدالحکیم شه بخش غلامی,,,null
82801,نازبی بی ارباب11,نازبی بی ارباب,,,null
82802,مرادی کرم زهی11,مرادی کرم زهی,,,null
82803,فاطمه سنجرانی سراوانی11,فاطمه سراوانی سنجری,,,null
82804,محمدرضا کهن سال11,محمدرضا کهن سال,,,null
82805,ماه شیرین ریگی خالص11,ماه شیرین ریگی خالص,,,null
82806,مهراب سرگزی11,مهراب سرگزی,,,null
82807,مصطفی کبدانی کامیار11,مصطفی کبدانی کامیار,,,null
82808,عبدالخالق صبوربراهوئی11,عبدالخالق صبوربراهوئی,,,null
82809,گراناز شه بخش11,گراناز شه بخش,,,null
82810,زهرانجاری11,زهرانجاری,,,null
82811,میثم کیخا11,میثم کیخا,,,null
82812,فاطمه سرگزی11,فاطمه سرگزی,,,null
82813,سلیم ریگی11,سلیم ریگی,,,null
82814,محمودغلامی پور11,محمودغلامی پور,,,null
82815,علیرضاناروئی11,علیرضاناروئی,,,null
82816,عبدالعزیز روانان11,عبدالعزیز روانان,,,null
82817,عبدالصمدشه بخش11,عبدالصمدشه بخش,,,null
82818,جان محمد براهوئی نسرین11,جان محمد براهوئی نسرین,,,null
82819,مهردادریگی لادز11,مهردادریگی لادز,,,null
82820,خدیجه عطائی11,خدیجه عطائی,,,null
82821,سیدعلی حسینی پورمهاجر11,سیدعلی حسینی پورمهاجر,,,null
82822,مسعود مهرشاد11,مسعود مهرشاد,,,null
82823,جمیله براهوئی11,جمیله براهوئی,,,null
82824,محسن شهبازی11,محسن شهبازی,,,null
82826,موسی21,پاهنگ,,,null
82828,خوار وبار فروشی احمدزهی ترشاب11,درخاتون احمدزهی ترشاب,,,null
82829,خواربار فروشی کمال11,کمال شهنوازی,,,null
82830,خواربار فروشی ریگی21,بخشی ریگی,,,null
82831,خواربار فروشی سعید11,سعید میرکازی,,,null
82832,خواربار فروشی امیری11,گوریچ امیری رفسنجانی,,,null
82833,خواربار فروشی بهار11,قدوس میربلوچزهی,,,null
82834,خواربار فروشی غلامحسین11,غلامحسین شهنوازی,,,null
82835,خواربار فروشی عماد11,عبدالخالق ملازهی ریگی,,,null
82836,خواربار فروشی عبدالرحیم11,عبدالرحیم ریگی,,,null
82837,خواربار فروشی عبدالرحمن21,عبدالرحمن هاشمزهی,,,null
82838,خواربار فروشی ابراهیم ریگی11,ابراهیم ریگی,,,null
82839,خواربار فروشی نظر محمد شهلی بر11,نظر محمد شهلی بر,,,null
82840,خواربار فروشی حسین زهی11,فریده حسین زهی چاه زمانی,,,null
82841,سوپر مارکت گلها11,نیک بخت محمودزهی,,,null
82842,خواربار فروشی درک زهی11,عبدالغنی درک زهی,,,null
82843,خواربار فروشی عبدالوهاب11,عبدالوهاب ترشابی,,,null
82844,خواربار فروشی عیسی11,عیسی هاشمزهی,,,null
82845,خواربار فروشی حمل11,حمل شهنوازی,,,null
82846,خواربار فروشی شهنوازی11,بهناز شهنوازی,,,null
82847,زغال فروشی بهار شاندیز11,عزت ریگی,,,null
82848,خواربار فروشی صداقت11,رحم بی بی سهرابی گلی که,,,null
82849,خواربار فروشی ماشاءالله11,لالی شهنوازی,,,null
82850,خواربار فروشی عبدالوحید11,عبدالوحید کردی روشن,,,null
82851,خواربار فروشی رحمت زهی11,حسین رحمت زهی,,,null
82852,خواربار فروشی بنیامین21,هاجره میرکازهی,,,null
82853,خواربار فروشی پوزش11,احمدپوزش,,,null
82854,خواربار فروشی ریگی کوته11,حلیمه ریگی کوته,,,null
82855,خوار و بار فروشی طاها11,عنایت الله ایرندگانی,,,null
82856,خواربار فروشی مرادزهی11,مدینه مرادزهی دجنگی,,,null
82857,خواربار فروشی براهویی11,فاطمه صبور براهویی,,,null
82858,خوار و بار فروشی انصاف11,محمد ریگی مقدم,,,null
82859,خواربار فروشی عدالت11,حشمت تمندانی ریگی,,,null
82860,خوار و بار فروشی اقبال11,گل محمد ریگی,,,null
82861,خواربار فروشی ولی محمد11,ولی محمدخاشی کمال آبادی,,,null
82862,خواربار فروشی نواب11,نواب شهنوازی,,,null
82863,خواربار فروشی ریگی11,محمد ریگی,,,null
82864,خوار و بار فروشی عدالت11,البرز شهنوازی,,,null
82865,خواربار فروشی صداقت11,محسن محمودزهی دوربان,,,null
82867,خواربار فروشی میربلوچ11,عیدمحمدمیربلوچ,,,null
82868,خوار و بار فروشی سلیمان11,عبدالکریم هاشمزهی,,,null
82869,خواربار فروشی شهنوازی11,محمدشهنهوازی,,,null
82870,خوار و بار فروشی رودین هاشمزهی11,رودین هاشمزهی,,,null
82871,خواربار فروشی خاشی11,نوراله خاشی ناصری,,,null
82872,خواربار فروشی حامد11,شه پری گزوئی,,,null
82873,خوار و بار فروشی حاجی بابا11,شاه محمد هاشمزهی,,,null
82874,خواربار فروشی متین11,نادر باشام آزادی,,,null
82875,فروشگاه امیر11,فاطمه بازگیر غلام زاده,,,null
82876,خواربار فروشی محمدصدرا11,عبدالقادر ریگی قنات ولی آبا,,,null
82877,فروشگاه اتکا11,محمدعلی نوری,,,null
82878,خوار و بار فروشی گنگزار11,گنگزار هاشمزهی,,,null
82879,خواربار عظیمی11,عبدالمجیدعظیمی رودسیبی,,,null
82880,فروشگاه فرهنگیان11,عبدالعزیزقلندرزهی,,,null
82881,خوار و بار فروشی ریگی11,حاج بی بی ریگی,,,null
82882,خواربار فروشی هاشمزهی11,حشمت الله هاشمزهی,,,null
82883,خواربار فروشی تفتان21,حمزه گنگوزهی ریگی,,,null
82884,خواربار فروشی عدالت21,صفوره ظاهری منفرد,,,null
82885,خواربار فروشی پردیس11,برات میربلوچزهی کله شهتوتی,,,null
82886,خوار و بار فروشی شعلی بر11,حبیب گل شعلی بر,,,null
82887,خواربار فروشی عاشور11,عاشورعمرزهی,,,null
82888,خواربار فروشی رحمانی11,مریم ریگی,,,null
82889,خوار و بار فروشی یاراحمدی11,ابراهیم یاراحمدی,,,null
82890,خواربار فروشی مه نورشهنوازی11,مه نورشهنوازی,,,null
82891,خواربار فروشی عبدالواحد11,عبدالواحدکرمزهی,,,null
82892,خوار و بار فروشی جمالزهی11,عبدالغنی جمالزهی,,,null
82893,خواربار فروشی شه نوازی11,ابوذر شه نوازی,,,null
82894,خواربار فروشی عبداله زهی11,شهنازعبدالله زهی,,,null
82895,خواربار فروشی محسن11,ملک محمد کرد انجیرکی,,,null
82896,خواربار فروشی تفتان111,ارض محمدریگی,,,null
82897,خواربار فروشی جمالزهی11,وحید جمال زهی,,,null
82898,خواربار فروشی ریگی111,عبدالعزیز ریگی,,,null
82899,خواربار فروشی زیتون11,گسد یار محمدزهی چه بیدی,,,null
82900,خواربار فروشی عثمان11,عثمان ریگی مطلق,,,null
82902,خواربار فروشی ریگی21,مرتضی ریگی,,,null
82903,خواربار عرفان11,زهرا شهنوازی نژاد,,,null
82904,خواربار فروشی حیات11,حیات شهنوازی,,,null
82905,خواربار فروشی میربلوچ11,مصطفی میربلوچ,,,null
82906,خواربار فروشی کرد11,پرویز کرد,,,null
82907,خواربار فاروق اعظم11,عبدالرضا ناتوزایی,,,null
82908,خواربار فروشی احمدزهی11,ابوبکراحمدزهی,,,null
82909,خواربار انس11,نور بی بی بامری,,,null
82910,مواد غذایی اقلیما11,اله رسان خاشی کمال آبادی,,,null
82911,برنج فروشی صفر ی11,اسماعیل صفری,,,null
82912,خواربار فر وشی محمودجمالزهی11,محمودجمالزهی,,,null
82913,خواربار فروشی برادران جمالزهی11,عبدالستارجمالزهی مقدم,,,null
82914,سوپر مارکت گنگوزهی11,مرادگنگوزهی,,,null
82915,سوپر مارکت عبدالصمد11,عبدالصمدریگی کوته,,,null
82916,سوپر مارکت یارمحمدی11,دادشا یارمحمدی,,,null
82917,سوپر مارکت ریگی21,حبیب اله ریگی,,,null
82918,محصولات لبنی بلوط11,محمد سرگزی,,,null
82919,سوپر مارکت طاها11,محمد اربابی,,,null
82920,سوپر مارکت محمد21,علی اکبر کادر بخش,,,null
82921,سوپر مارکت ریگی111,عبدالواحدریگی,,,null
82922,سوپر مارکت صداقت11,محمد رحیم هاشمزهی,,,null
82923,سوپر مارکت ونک11,فاطمه چالیش,,,null
82924,سوپر مارکت حسن11,حسن دهمرده,,,null
82925,سوپر مارکت سیب11,امین الله کردی,,,null
82926,سوپر مارکت اطلس11,حمیدرضامهپور,,,null
82927,مواد غذایی خلیل11,نور محمد شهنوازی,,,null
82928,سوپر مارکت ابوبکر11,ابوبکرحسین زهی زمانی,,,null
82929,سوپر مارکت عبدالوهاب11,عبدالوهاب شهنوازی,,,null
82930,سوپر مارکت وحید11,وحیدمیرکازهی,,,null
82931,سوپر مارکت پرویز11,نواب شهنوازی,,,null
82932,سوپر هاشمزهی11,عبدالرشید هاشمزهی,,,null
82933,سوپر مارکت کهرازهی11,مرادبخش کهرازهی,,,null
82934,سوپر مارکت توحید11,اسحاق ریگی,,,null
82935,سوپر مارکت گمشادزهی11,پیرمحمدگمشادزهی آخردادی,,,null
82936,سوپر مارکت اشرفی11,عبداله اشرفی,,,null
82937,سوپر مارکت عبدالستار11,عبدالستارشهنوازی,,,null
82938,سوپر مارکت کردی11,حبیبه کردی تودزیل,,,null
82939,سوپر مارکت محمدی11,فروغ جوان,,,null
82940,سوپر مارکت دارا11,داراآذرپی,,,null
82941,سوپر مارکت کاله11,امیرحاجی بیکی,,,null
82942,سوپر مارکت صدف11,یونس جمالزهی,,,null
82943,سوپر مارکت عادل11,نعمت الله عیدوزهی,,,null
82944,خواربار فروشی کلکلی11,درمحمد کلکلی,,,null
82945,فروشگاه شهداد غمشادزهی11,شهداد غمشادزهی,,,null
82946,خواربار فروشی داداله حسین بر11,داداله حسین بر,,,null
82947,خواربار ناروئی11,منصور ناروئی,,,null
82948,فروشگاه آبیار11,حسین آبیار,,,null
82949,خواربار علی11,غلام حسین هادی راد,,,null
82950,خواربار حافظ11,علی مراد محمودزهی,,,null
82951,خواربار دانشفر11,احمد دانشفر,,,null
82953,خواربار صداقت21,مـرادی مارندگانی,,,null
82954,خواربار فروشی احمد درزاده11,احمد درزاده,,,null
82955,عدل (سوپر مارکت )11,اسلام ناروئی,,,null
82956,خواربار فروشی آزادی11,ناز بی بی آزادی,,,null
82958,خواربار رودینی11,گهرام رودینی,,,null
82959,خواربار فروشی محمد انور ریگی11,محمد انور ریگی,,,null
82960,خواربار صداقت111,محمد علی جهانتیغ,,,null
82961,خواربار فروشی صحت11,وحید شه کرم زهی,,,null
82962,خواربار فروشی مهخدی11,مهدی غفاری,,,null
82963,خواربار دانشگاه11,مرتضی هاشمی,,,null
82964,فروشگاه شهمیر محمودزهی11,شهمیر محمودزهی,,,null
82965,خواربار فروشی معلم11,یونس آتشی,,,null
82966,خواربار نارویی11,ادهم نارویی,,,null
82967,خواربار بامری11,مینا بامری,,,null
82968,فروشگاه گردهانی11,عبدالغنی گردهانی,,,null
82969,خواربار فروشی ناروئی11,ادهم ناروئی,,,null
82970,خو اربارفروشی عارف11,موسی مکسانی,,,null
82971,واحد صنفی صداقت11,شریف ریگی,,,null
82972,فروشگاه زردکوهی11,حسن زردکوهی,,,null
82973,خواربار دهمیر11,محمد صدیق آزاد,,,null
82974,خواربار دامنی11,عیدمحمد دامنی,,,null
82975,فروشگاه سایگانی11,خیرمحمد سایگانی,,,null
82976,خواربار صحرا11,ابراهیم چارزهی,,,null
82977,فروشگاه موسی11,موسی نارویی,,,null
82978,فروشگاه محمودزهی11,صید محمد محمودزهی,,,null
82979,واحد صنفی فرزاد11,علی رضا امیری,,,null
82980,چای آسیاه11,عبدالواحد ریگی,,,null
82981,فروشگاه اربابی11,غلامرسول اربابی,,,null
82982,خواربار فروشی سایگانی11,غلام سرور سایگانی,,,null
82984,خواربار توحیدی نیا11,محمد توحیدی نیا,,,null
82985,خواربار فروشان برادران قاسمزائی11,عنایت الله قاسمزائی,,,null
82986,فروشگاه پیک فلک11,وحید پیک فلک,,,null
82987,خواربار ابوالفضل11,حاج بی ربی شجاعی,,,null
82988,فروشگاه خندان11,قمرالدین خندان,,,null
82989,خواربار فروشی عبدالرحمن111,محمد مزارزئی,,,null
82990,خواربار دوست11,فرزاد دوستدار,,,null
82991,فروشگاه عبدالله جمالزهی11,عبیداله جمالزهی کادری,,,null
82993,خواربار افتاده11,علی افتاده,,,null
82994,عطاری بلوچ11,عبدالستار نوائی,,,null
82995,فروشگاه حسن صفایی11,حسن صفایی,,,null
82996,خواربار فارابی11,عبدالعزیز ابراهیمی ریگی,,,null
82997,سوپر مارکت امیر11,اسمعیل ناروئی,,,null
82998,خواربار فروشی بنیامین11,عید محمد مکسانی,,,null
82999,خخواربار فروشی مارندگان11,صیدمحمد منصوری مارندگان,,,null
83000,فروشگاه احمد بامری11,احمد بامری,,,null
83001,خواربار فروشی301,اکبر امیرزهی,,,null
83002,فروشگاه چای11,الله نظر براهوئی کنگوری,,,null
83004,خواربار فروشی محمد دهقانی11,محمد دهقانی,,,null
83005,خواربار پدر بزرگ11,زهیر کریم زائی,,,null
83006,خواربار فروشی فروشگاه برادران ریگی11,هوشنگ ریگی,,,null
83007,فروشگاه ناروئی پور11,آخرداد ناروئی پور,,,null
83008,فروشگاه برادران اربابی11,عبدالحق اربابی,,,null
83009,خواربار ذفروشی عادل11,جلال بذرائی,,,null
83010,خواربار فروشی قادربخش11,قادر بخش میربلوچ زهی,,,null
83011,خواربار فروشی عاشور جمشیدزهی11,عاشور جمشیدزهی شاد,,,null
83012,خواربار گارگر11,احمد شهلی بر,,,null
83013,فروشگاه برهانی11,پرویز برهانی,,,null
83014,واحد صنفی غفاربامری11,نظر بامری,,,null
83015,فروشگاه خانم بامری پناه11,مراد بی بی بامری پناه,,,null
83016,خواربار فروشی هاشم زهی11,عبدالرئوف هاشم زهی,,,null
83017,خواربار میلاد11,قادر بخش شه ولی بر,,,null
83018,خواربار کلکلی11,طبیه مستودی,,,null
83019,خواربار بلوچ11,رحیم بخش سندکزهی,,,null
83020,خواربار بلوچ11,بهاءالدین کمالی کلی که,,,null
83021,فروشگاه محمودزهی11,عبدالجلیل محمودزهی,,,null
83022,فروشگاه میلاد11,محمد یاسین آچاک,,,null
83023,خواربار فروشی بهرام بامری زاد11,بهرام بامری زاد,,,null
83024,سوپر مارکت بازار روز11,محمدرحیم اربابی,,,null
83025,فروشگاه ناصر پرده داران11,ناصر پرده داران,,,null
83026,فروشگاه بزمانی11,پرویز بزمانی,,,null
83027,خواربار حمیدالله11,حمیدالله قاسم زائی,,,null
83028,فروشگاه صحرا11,عید محمد شاه ولی بر,,,null
83029,خواربار فروشی یار محمد رئیسی11,یار محمد رئیسی,,,null
83030,خواوربار فروشی اکیر نوروزی11,علی اکبر نورزی,,,null
83031,خواوربار فروشی جان محمد بلوچی11,جان محمد بلوچی,,,null
83032,خواربار فروشی د یار گرد 11,فاطمه د یارگرد,,,null
83033,خواربار فروشی سراوانی 11,رحمان سراوانی,,,null
83034,پودینه آقایی 11,موسی پودینه آقایی,,,null
83035,خوارو بار کهخا = شیب آب 11,مصطفی کهخا,,,null
83036,زابل سوپر مارکت ثمره 11,عزیز اله جمالزهی ثمره,,,null
83037,خوار و بار مجتبی 11,مجتبی سلجو قی,,,null
83038,سوپر مارکت محله11,ابراهیم هراتی اکرمی,,,null
83039,سوپر مارکت صباغ زاده 11,محسن صباغ زاده,,,null
83040,سوپر مارکت 31,ابراهیم محمدیان,,,null
83041,خواربار فروشی 31,علی حسینی,,,null
83042,خواربار فروشی سالا رزهی 11,حمید رضا سالارزهی,,,null
83043,سوپر مارکت وحید 11,کبری خودکامه,,,null
83044,سوپر مارکت 91,مجید نجیب پور,,,null
83045,سوپر مارکت 111,حسین محمد قاسمی,,,null
83046,خواربار فروشیحجت 11,حجت اله احمدی,,,null
83047,خواربار فروشی شهرکی 11,ابوالقاسم شهرکی,,,null
83048,مواد غذایی صداقت 11,محمد شه بخش,,,null
83049,سوپر مارکت قزلباش 11,ابوالفضل قزلباش,,,null
83050,سوپر مارکت 161,جواد آذریان,,,null
83051,سوپر مارکت آذریان 11,زهرا آذریان,,,null
83052,سوپر مارکت (مهدیار) 11,محمد رضا مصری,,,null
83053,خواربار فروشی 51,محسن عباسی,,,null
83054,خواربار فروشی حسین پور11,خد یجه حسین پور,,,null
83055,سوپر مارکت مطهری 11,عیسی مطهری,,,null
83056,خوارو بار شیبک 11,علم شیبک,,,null
83057,سوپر مارکت 171,محمود حسینی,,,null
83058,سوپر مارکت 111,فاطمه فراهی,,,null
83059,خواربار فروشی ساکنی 11,عباسعلی ساکنی,,,null
83060,سوپر مارکت 211,مصدق سارانی,,,null
83061,سوپر مارکت 211,پرویز براهوئی طایفه دار,,,null
83062,سوپر مارکت 211,علی اکبر نژاد جهانگیر,,,null
83063,خواربار فروشی براهویی 11,غلام نبی براهوئی,,,null
83064,سوپر مارکت سنچولی 11,رسول سنچولی,,,null
83065,سوپر مارکت 311,علیرضا انصاری مقدم,,,null
83066,سوپر مارکت101,زهرا گزمه,,,null
83067,خوارو بار فروشی میلا د 11,غلامرضا اوکاتی,,,null
83068,سوپر مارکت 411,محمود سیاه سر دهنو,,,null
83069,سوپر مارکت111,حسنعلی ملاشاهی,,,null
83070,سو پر ما رکت اربابی = پشت آب 11,محمد صیاد اربابی,,,null
83071,چهار فصل شیراز 11,رسول حقیقی,,,null
83072,سوپر مارکت211,حسین سارانی نظری,,,null
83073,سوپر مارکت 311,سید احمد حسینی,,,null
83074,سوپر مارکت311,غلامحسین جهانتیغ,,,null
83075,خوارو بار فروشی فرزاد 11,علی اکبر نورا,,,null
83076,خواربار فروشی 11,مژگان کلانتر,,,null
83077,خواربار محمدی رئوف = پشت آب 11,رضا محمدی رئوف,,,null
83078,خواربار شهرکی = شیب آب(غیر فعال)11,بگم شهرکی,,,null
83079,خواربار فروشی ساسا نی 11,غلامحسن ساسانی,,,null
83080,خواربار فروشی سارونی = پشت آب 11,حسن سارونی,,,null
83081,خوارو بار فروشی بارانی 11,امراله بارانی,,,null
83082,خواربار = پشت آب 11,محمد یوسف برآهوئی,,,null
83083,سوپر مارکتمحسن 11,حسینعلی زابلی,,,null
83084,مواد غذایی زیر کاری 11,مسعود زیر کاری,,,null
83085,سو پر ما رکت شهرکی 11,رقیه شهرکی,,,null
83086,خواربار فروشی21,احسان صوفی,,,null
83087,سوپر مارکت 511,فاطمه پودینه,,,null
83088,سوپر مارکت411,الهام امامدادی,,,null
83089,خواربار فروشی سارانی 11,مد ینه سارانی,,,null
83090,خواربار فروشی 111,عباس صیادی,,,null
83091,سوپر مارکت511,ایمان بزی,,,null
83092,سوپر مارکت ستوده 11,نوروز بدیع ستوده,,,null
83093,سوپر مارکت 411,اکبر نورا,,,null
83094,سوپر مارکت611,زهرا صاحبدل,,,null
83095,سوپر مارکت صابریان 11,مهدی صابریان,,,null
83096,(عمده فروشی)11,سکینه غوابش,,,null
83097,خوارو بار فروشی بز ی 11,محمد بز ی,,,null
83098,سوپر مارکت41,علی سارانی فرد,,,null
83099,سوپر مارکت 611,زهرا سنچولی,,,null
83100,خواربار فروشان 11,دادشاه براهویی,,,null
83101,سوپر مارکت 511,رضا میرزایی قلعه کهنه,,,null
83102,سوپر مارکت پردیس 11,جواد صفاری,,,null
83103,خوارو بار فروشی مرادی (غیر فعال)11,آرزو مرادی,,,null
83104,سوپر مارکت دینا 11,احمد راشکی,,,null
83105,سوپر مارکت111,برات وظیفه پرست,,,null
83106,خواربار فروشی کیخاحلیم 11,علیرضا کیخا حلیم,,,null
83107,سوپر مارکت کیخائی11,عباس کیخائی,,,null
83108,سوپر مارکت211,حجت عارفی,,,null
83109,خواربار فروشی مهاجر 11,هادی مهاجر,,,null
83110,سوپر مارکت711,فرهاد شهریاری,,,null
83111,خوارو بار فروشی میر 11,شیر علی میر,,,null
83112,خوارو بار فروشی21,علی سندگل,,,null
83113,سوپر مارکت811,مرضیه طارقی,,,null
83114,خواربار فروشی111,لوتک خیابان امام علی(ع)12,,,null
83115,خواربار عمده فروشی 11,مصطفی محمدی,,,null
83116,خواربار فروشی سو پر صدف 11,بهمن لطیف بارا نی,,,null
83117,عمده فروشی 41,عباس بارانی,,,null
83118,سوپر مارکت 711,علیرضا زینلی,,,null
83119,سوپر مارکت911,صغری نهی,,,null
83120,خواربار فروشی غفران = شیب آب 11,عباسعلی غفران حریف,,,null
83121,سوپر مارکت میلاد = شیب آب 11,ملنگ خسروی,,,null
83122,خواربار فروشی11,مهدی شهرکی پور,,,null
83123,خواربار 21,پرویز جنگی,,,null
83124,سو پر ما رکت کمالی= شیب آب 11,احمد کمالی,,,null
83125,عمده فروشی 111,اکبر شهرکی,,,null
83126,سوپر مارکت میر 11,علی میر,,,null
83127,خواربار فروشی سلحشور 11,امان اله ذورقی سلحشور,,,null
83128,خواربار فروشیسندگل 11,عباس علی سند گل,,,null
83129,خوارو بار فروشی111,نادر حاجی حسینی,,,null
83130,خوارو بار فروشی میر کما لی 11,محمد امیر میر کما لی,,,null
83131,خواربار فروشی 111,زهرا روزبه,,,null
83132,سوپر مارکت 811,حسین میری کمک,,,null
83133,سوپر مارکت محمد آباد 11,عباس اعتصامی راد,,,null
83134,خوارو بار فروشی یوسف زهی 11,محمد یوسف زهی,,,null
83135,مواد غذایی ذخیره 11,حسن ذخیره,,,null
83136,خواربار فروشی ارمغان زاده 11,صغری ارمغان زاده قنبری,,,null
83137,سوپر مارکت اباصالح 11,محمود بشارتی,,,null
83138,سوپر مارکت 611,سعیده سارانی,,,null
83139,سو پر ما رکت شیخی 11,مجید شیخی,,,null
83140,خواربار فروشی = مرکزی 11,رسول پودینه کرباسک,,,null
83141,خواربار شهرکی = شیب آب 11,محمد شهرکی,,,null
83142,خواربار فروشی 211,ابوالقاسم لگزائی,,,null
83143,خوارو بار فروشی آرامی 11,نورالد ین آرامی,,,null
83144,خواربار فروشی پذیرا 11,دادخدا صفرزائی صاحبدل,,,null
83145,خواربار هراتی 11,بدیل هراتی بیاره,,,null
83146,خواربار فروشی میثم = شیب آب 11,میثم خسروی,,,null
